Pais,Fecha,Emisiones_CO2,Ratio_Dependencia,Comercio_PIB,Crecimiento_PIB,Coef_Inverso_Variacion,Indice_HHI,Ahorro_Neto_Ajustado,Deuda_Gobierno,Polucion_Aire,Intensidad_CO2,Consumo_Energia_Renovable,Intensidad_Energetica,Agua_Dulce_Renovable,Renta_Recursos_Naturales,Productividad_Agua,Acceso_Electricidad,Consumo_Agua_Potable,Empleo,Indice_Gini,Tasa_Mortalidad,Esperanza_Vida,Finalizacion_Primaria,Servicios_Saneamiento,Paridad_Genero_Educacion,Participacion_Laboral,Escolaridad,Indice_Crecimiento_Verde,Habilidades_Estudiantes,Logros_Educativos,Viviendas_Sin_Servicios,Gastos_Vivienda,Ajuste_Neto_Nacional,Desempleo_Largo_Plazo,Personal_earning,Calidad_Red_Apoyo,Compromiso_Partes_Interesadas,Tasa_Homicidios,Tiempo_Ocio_Cuidado_Personal
Lituania,2008,15.83,22.65,126.76,0.04,2.66,944.33,29.32,14.76,99.94,0.4,18.3,4.65,4833.92,0.44,21.25,99.4,93.34,52.56,35.7,5.9,71.81,99.55,88.15,1,11.72,12.3,3.34,475,78.35,16.63,14.82,10382.08,21.54,32512,83.79,2.41,9.24,16.74
Lituania,2009,13.21,22.23,105.04,-0.14,0.39,1046.57,4.04,30.66,99.94,0.39,20.1,5.02,4887.89,0.4,23.23,99.5,93.8,48.75,37.2,5.4,72.91,99.56,88.65,1,9.97,12.32,3.14,475,79.43,16.63,16.2,9144.53,23.66,28233,82.52,2.41,7.92,16.74
Lituania,2010,14.04,22.12,131.63,0.03,0.27,944.55,13.7,41.78,99.94,0.42,21.5,3.97,4991.47,0.52,32.55,99.7,94.25,46.7,33.6,4.9,73.27,99.56,89.13,0.98,9.55,12.46,3.24,475,80.55,16.63,16.22,9303.78,41.66,28340,78.25,2.41,6.98,16.74
Lituania,2011,14.32,22.08,149.65,0.09,0.27,912.75,13.83,41.39,99.94,0.4,22.7,3.88,5105.49,0.55,57.22,99.7,94.71,48.56,32.5,4.5,73.56,99.57,89.63,0.98,10.41,12.57,3.31,475,81.67,33.18,16.47,9859.32,52.11,28918,82.39,2.41,6.81,16.74
Lituania,2012,14.49,21.97,156.64,0.06,0.16,914.21,21.8,47.44,99.94,0.39,23.9,3.78,5174.42,0.5,69.7,100,95.19,50.01,35.1,4.2,73.86,99.57,90.15,0.97,10.07,12.56,3.38,475,81.55,30.71,16.69,10332.05,49.18,29401,85.41,2.41,6.59,16.74
Lituania,2013,13.36,21.87,156.63,0.05,0.19,909.67,19.33,45.05,99.94,0.34,26.3,3.44,5227.05,0.45,87.05,100,95.66,51.17,35.3,4,73.91,99.58,90.67,0.97,11.21,12.59,3.4,475,82.31,23.64,16.6,10942.09,42.96,30515,84.12,2.41,6.54,16.74
Lituania,2014,13.21,21.83,143.29,0.05,2.4,894.44,21.61,48.56,99.93,0.33,27.7,3.33,5272.19,0.44,112.97,100,96.13,52.62,37.7,4,74.52,99.59,91.18,0.97,11.21,12.8,3.46,475,83.33,24.95,16.52,11661.2,44.7,31902,82.57,2.41,5.31,16.74
Lituania,2015,13.66,21.97,138.2,0.04,2.97,912.96,14.2,49.52,99.93,0.33,29,3.3,5322.02,0.36,108.8,100,96.6,53.76,37.4,4,74.32,99.6,91.7,0.97,10.45,12.96,3.45,475,84.31,26.48,15.66,11842.93,42.89,33989,85.39,2.41,5.8,16.74
Lituania,2016,13.52,22.31,134.69,0.04,5.72,922.94,16.13,47.82,99.53,0.32,31.5,3.29,5390.08,0.34,138.52,100,97.07,55.59,38.4,3.8,74.67,99.6,92.22,0.97,10.41,13.11,3.54,475,86.22,27,15.63,12523.24,38.33,35752,87.44,2.41,5.22,16.74
Lituania,2017,13.96,22.73,144.92,0.06,5.14,877.3,17.74,44.95,97.07,0.31,33.8,3.3,5465.98,0.41,172.27,100,97.54,56.32,37.3,3.5,75.48,99.61,92.74,0.97,10.6,13.19,3.59,475,87.31,23.36,15.02,13361.3,37.56,37766,90.06,2.46,3.44,16.74
Lituania,2018,14.02,23.07,147.2,0.06,4.59,883.35,15.71,38.14,96,0.3,33.7,3.22,5518.39,0.38,184.02,100,97.99,57.77,35.7,3.2,75.68,99.62,93.25,0.98,11.13,13.29,3.6,475,88.55,23.02,15.04,13994.99,32.24,39524,86.1,2.46,3.2,16.74
Lituania,2019,14.29,23.23,148.37,0.05,4.68,839.87,10.89,41.87,96,0.29,33.5,3.06,5533.01,0.33,192.63,100,98,58.2,35.3,3,76.28,99.63,93.77,0.98,10.6,13.4,3.82,475,89.68,15.85,14.88,14737.55,30.63,42041,87.09,2.46,3.3,16.74
Lituania,2020,14.25,23.27,135.8,0,1.69,855.79,15.21,52.45,96,0.29,31.7,3,5531.53,0.31,192.71,100,98.01,57.3,36,2.9,74.98,99.64,94.28,0.98,11.5,13.5,3.75,475,89.87,15.91,15.69,14814.46,28.97,44228,88.68,2.46,3.58,16.74
Lituania,2021,14.33,23.27,154.81,0.06,1.76,855.04,20.36,48.04,96,0.27,33.2,2.94,5519.77,0.29,205,100,98.03,57.86,36.7,2.9,74.04,99.65,94.8,0.98,10.67,13.45,4.6,475,91.11,13.68,15.67,15120.03,36.67,47035.44,85.83,2.46,2.58,16.74
Lituania,2022,13.15,23.12,175.65,0.01,1.32,816.13,20.36,36.04,96,0.25,33.2,2.59,5519.77,0.29,205,100,98.04,59.14,36,2.9,75.79,99.66,95.31,0.98,10.17,13.47,4.39,475,91.99,9.22,16.43,15120.03,38.91,43874.58,85.83,2.46,2.58,16.74
Lituania,2023,13.11,22.81,149.04,-0.01,0.73,816.13,20.36,36.04,96,0.24,33.2,2.59,5519.77,0.29,205,100,98.05,58.8,36,2.9,77.55,99.66,95.82,0.98,10.71,13.46,4.52,475,91.99,9.22,16.43,15120.03,38.91,43874.58,85.83,2.46,2.58,16.74
Lituania,2024,13.11,22.81,149.04,-0.01,0.73,816.13,20.36,36.04,96,0.24,33.2,2.59,5519.77,0.29,205,100,98.07,58.46,36,2.9,79.3,99.67,96.33,0.98,10.71,13.47,4.68,475,91.99,9.22,16.43,15120.03,38.91,43874.58,85.83,2.46,2.58,16.74
Luxemburgo,2008,11.21,26.56,292.21,-0.02,0.76,502.72,4.98,14.6,96.44,0.21,4,3.04,2046.45,0.18,1111.98,100,100,53.18,31.2,2.5,80.54,98.47,97.65,1.02,16.82,12.22,3.68,486,75.26,0,21.71,69742.12,32.37,68923,93.59,1.48,1.64,15.05
Luxemburgo,2009,10.61,26.18,263.53,-0.05,0.2,507.22,9.8,15.3,98.16,0.2,3.7,2.96,2008.91,0.17,1107.56,100,100,55.06,30.5,2.4,80.64,98.46,97.65,1.02,17.06,12.81,4.51,486,75.26,0,21.98,50940.02,23.09,71070,94.28,1.48,1,15.05
Luxemburgo,2010,11.21,25.83,293.67,0.02,0.24,500.31,-0.02,19.1,99.02,0.21,3.7,3.04,1972.57,0.07,1134.72,100,100,55.11,32.1,2.3,80.63,98.45,97.64,1.02,16.63,12.84,3.65,485.33,75.52,0.01,22.24,58075.29,29.29,71085,94.96,1.48,1.97,15.05
Luxemburgo,2011,11.09,25.27,308.71,-0.01,0,545.54,0.58,18.5,99.87,0.2,3.8,2.97,1929.21,0.11,1178.77,100,100,54.59,34.3,2.3,80.99,98.44,97.63,1.03,14.93,12.86,3.66,484.67,74.91,0,21.95,58668.36,28.82,71478,93.12,1.48,0.77,15.05
Luxemburgo,2012,10.87,24.74,311.79,-0.01,-0.57,539.63,3.66,20.8,99.88,0.2,4.2,2.87,1883.43,0.12,1243.89,100,99.99,55.82,32,2.3,81.39,98.44,97.63,1.02,14.16,13,3.71,484,76.25,0.05,22.36,66277.66,30.29,70741,90.6,1.48,0,15.05
Luxemburgo,2013,10.32,24.49,320.53,0.01,-0.32,525.79,2.4,22.4,90.91,0.18,5.7,2.7,1840.4,0.07,1328,100,99.97,55.73,31.2,2.2,81.8,98.42,97.62,1.02,14.21,13.21,3.76,486.33,78.3,0,23.2,62227.36,30.44,71601,88.23,1.48,0.18,15.05
Luxemburgo,2014,9.82,24.23,333.43,0,0.16,531.42,1.31,21.9,89.43,0.17,6.8,2.53,1797.53,0.05,1276.92,100,99.94,56.18,32.9,2.2,82.23,98.41,97.62,1.01,13.58,13.43,3.78,488.67,79.57,0.11,23.52,64423.58,27.39,72846,87.41,1.67,0.72,15.17
Luxemburgo,2015,9.31,23.92,351.13,0,-0.26,456.03,2.8,19.6,78.02,0.15,9.1,2.41,1755.61,0.01,1340.88,100,99.93,56.43,31.7,2.2,82.29,98.42,97.61,1.02,11.27,12.46,3.84,491,69.07,1.52,23.78,55729.1,28.43,73225,93.36,1.67,0.88,15.17
Luxemburgo,2016,9.04,23.56,348.44,0.03,0.44,440.32,2.94,19.6,79.98,0.14,13.5,2.27,1718.17,0.01,1420.32,100,99.91,55.87,34.5,2.2,82.69,98.44,97.61,1.02,10.77,12.84,3.88,488.33,75.34,1.26,23.55,58143.23,36.29,72999,94.13,1.67,0.86,15.15
Luxemburgo,2017,9.19,23.28,353.79,-0.01,0.36,428.15,3.87,21.8,68.73,0.14,15.3,2.29,1676.91,0.01,1401.16,100,99.89,56.02,35.4,2.2,82.1,98.47,97.6,1.01,9.25,12.65,3.92,485.67,72.44,1.49,23.22,62997.12,39.81,73918,90.42,1.67,0.34,15.15
Luxemburgo,2018,9.47,23.15,362.42,-0.01,0.14,438.73,4.18,20.9,68.78,0.15,16,2.34,1644.87,0.01,1238.92,100,99.87,56.54,34.2,2.3,82.3,98.49,97.6,1,8.81,12.83,3.91,483,74.24,2.61,22.69,62346.39,25.51,74261,88.98,1.48,0.49,15.15
Luxemburgo,2019,9.62,23.05,382.35,0.01,0.22,424.32,3.76,22.3,68.78,0.14,16.4,2.31,1612.9,0.01,1350.05,100,99.88,57.25,33.4,2.3,82.64,98.52,97.59,0.99,10.07,13.02,4.12,481,75.22,2.35,22.22,57619.4,24.52,74399,90.88,1.48,0.65,15.15
Luxemburgo,2020,7.95,23,372.27,-0.03,-0.07,419.65,5.1,24.5,68.78,0.12,20.8,2.02,1586.25,0.01,1379.75,100,99.88,56.68,32.7,2.3,82.14,98.54,97.59,0.99,8.33,12.96,4.14,479,74.44,0.54,24.29,59111.9,26.88,74839,90.88,1.48,0.48,15.15
Luxemburgo,2021,8.33,22.98,393.14,0.06,0.13,443.42,3.07,24.4,68.78,0.12,20.5,1.98,1562.34,0,1478.65,100,99.88,58.75,31.4,2.2,82.6,98.55,97.59,0.99,9.07,12.99,4.96,477,76.92,0.28,22.39,65364.27,33.99,79018.9,90.88,1.48,0.63,15.15
Luxemburgo,2022,7.26,22.92,388.51,-0.01,0.17,599.06,3.07,24.6,68.78,0.1,20.5,1.71,1562.34,0,1478.65,100,99.89,58.73,31,2.2,83.05,98.56,97.59,0.99,7.86,12.97,4.65,477,77.41,0.28,21.54,65364.27,29.17,78310.15,90.88,1.48,0.63,15.15
Luxemburgo,2023,7.01,22.9,394.22,-0.03,0.01,599.06,3.07,25.5,68.78,0.1,20.5,1.71,1562.34,0,1478.65,100,99.89,59.02,31,2.2,82.82,98.57,97.58,0.99,8.59,12.98,4.74,477,77.41,0.28,21.54,65364.27,29.17,78310.15,90.88,1.48,0.63,15.15
Luxemburgo,2024,7.01,22.9,394.22,-0.03,0.01,599.06,3.07,25.5,68.78,0.1,20.5,1.71,1562.34,0,1478.65,100,99.89,59.3,31,2.2,82.6,98.59,97.58,0.99,8.59,12.98,4.72,477,77.41,0.28,21.54,65364.27,29.17,78310.15,90.88,1.48,0.63,15.15
Mexico,2008,472.27,48.33,56.37,-0.01,0.85,5462.63,6.34,40.61,99.94,0.44,9.8,3.51,3705.57,6.74,13.59,98.9,95.02,57.61,50.8,17.5,74.15,95.09,83.6,1.02,37.63,7.95,2.34,410,25.09,4.2,19.94,7391.34,1.58,18656,87.54,3.38,12.77,31.04
Mexico,2009,461.55,47.35,54.59,-0.08,-0.16,5597.37,6.57,41.67,99.94,0.45,9.2,3.67,3651.79,4.17,13.26,98.3,95.41,56.68,49.25,16.9,74.12,95.1,84.29,1.02,36.39,8.14,2.49,410,31.35,4.2,19.84,6824.98,1.62,18806,85.79,3.38,17.83,31.04
Mexico,2010,476.92,46.42,59.27,0.03,-0.03,5441.3,7.65,40.16,99.94,0.45,9.4,3.47,3599.59,4.95,13.4,99.2,95.8,56.5,47.7,16.4,74.19,95.8,84.97,1.03,36.31,8.01,2.4,412,27.98,4.2,19.23,7048.69,1.94,17618,87.08,3.38,22.89,31.04
Mexico,2011,486.52,45.58,62.16,0.02,-0.1,5130.29,6.14,41.17,99.94,0.44,9.1,3.51,3549.01,7.13,13.88,99,96.18,56.69,48.65,15.9,74.37,95.7,85.65,1.02,35.61,8.25,2.64,414,31.2,4.2,18.49,7150.54,2.1,17777,79.88,3.38,23.84,31.04
Mexico,2012,506.23,44.85,64.26,0.02,-0.02,5020.53,5.64,40.82,99.95,0.44,9,3.48,3501.17,6.65,13.81,99.1,96.56,57.48,49.6,15.4,74.57,96.45,86.31,1.02,34.84,8.49,2.49,416,29.52,4.2,17.39,7205.45,1.8,17457,75.28,3.38,22.43,26.97
Mexico,2013,494.01,44.18,62.69,0,-0.02,5032.83,3.05,44.07,99.93,0.43,9.2,3.45,3456.04,5.64,14.12,99.1,96.94,57.35,49.25,14.9,74.74,96.31,86.97,1.02,34.46,8.36,2.66,415.67,31.63,4.2,17,7180.08,1.67,17470,73.72,3.38,19.66,26.97
Mexico,2014,480.82,43.51,64.1,0.01,1.18,5230.1,5.73,47.09,99.91,0.41,9.8,3.3,3414.47,4.74,13.91,99.2,97.31,56.93,48.9,14.4,74.8,96.81,87.63,1.02,35.25,8.4,2.52,415.33,31.12,4.2,17.05,7417.52,1.64,17503,76.65,3.38,16.85,26.97
Mexico,2015,490.3,42.8,70.41,0.02,1.26,5475.45,7.42,50.97,99.76,0.4,9.2,3.16,3378.15,2.18,14.16,99,97.68,57.27,47.9,14,74.68,96.14,88.27,1.03,34.64,8.6,2.68,415,33.35,4.2,16,7687.13,1.67,17730,75.28,3.08,17.28,26.97
Mexico,2016,496.33,42.03,75.69,0.01,1.09,5425.85,7.02,55,99.72,0.4,9.2,3.1,3345.57,1.98,14.26,99.5,98.04,57.44,46.9,13.5,74.41,97.75,88.91,1.04,34.29,8.6,2.56,415.33,32.18,4.2,16.27,7716.67,1.99,17522,88.29,3.08,20.21,26.97
Mexico,2017,500.56,41.24,76.95,0.01,1.06,5269.32,7.15,52.52,99.66,0.4,10.1,2.98,3314.42,2.36,14.32,100,98.4,57.39,46.45,13.1,74.14,97.4,89.54,1.04,34.61,8.74,2.76,415.67,34.11,4.2,16.89,7834.6,1.96,17475,79.84,3.08,26.11,27.77
Mexico,2018,476.06,40.46,80.21,0.01,3.45,5288.48,6.73,52.2,99.66,0.37,10.3,2.99,3283.2,2.89,14.44,99.5,98.76,57.68,46,12.7,74.02,97.88,90.16,1.05,34.03,8.93,2.67,416,34.03,4.2,16.88,7854.97,1.55,17865,85.72,2.93,29.58,27.77
Mexico,2019,485.26,39.73,77.46,-0.01,0.53,5388.45,7.25,51.86,99.66,0.38,10.3,2.97,3252.15,2.09,14.3,99.6,99.12,58.08,45.3,12.2,74.2,97.85,90.78,1.05,32.48,9.08,3.02,417,36.73,4.2,16.53,7904.17,1.74,18031,84.5,2.93,29.31,27.77
Mexico,2020,427.82,39.06,76.85,-0.09,-0.36,5468.55,6.75,58.51,99.66,0.37,12.3,3.04,3225.58,1.56,13.08,99.4,99.37,53.05,44.6,11.8,70.13,97.96,91.39,1.05,30.79,9.22,2.81,418,36.27,4.2,18.12,6943.58,1.4,17467,76.83,2.93,29.19,27.77
Mexico,2021,452.88,38.44,83.07,0.05,-0.12,5401.33,3.45,56.9,99.66,0.36,13,2.99,3204.12,3.64,13.81,100,99.54,56.49,44.05,11.4,70.21,98.19,91.99,1.05,32.06,9.15,3.87,419,39.36,4.2,18.19,7064.07,4.79,17637.06,77.26,2.93,28.18,27.77
Mexico,2022,465.94,37.81,88.39,0.03,-0.04,5681.23,3.45,54.17,99.66,0.36,13,3,3204.12,3.64,13.81,100,99.71,57.8,43.5,11,74.83,98.03,92.52,1.05,31.31,9.19,3.69,415,37.9,4.2,17.17,7064.07,3.03,16685.37,85.26,2.93,28.18,27.77
Mexico,2023,487.09,37.14,73.16,0.02,0,5681.23,3.45,54.17,99.66,0.37,13,3,3204.12,3.64,13.81,100,99.87,58.72,43.5,11,74.83,98.47,93.05,1.05,30.23,9.17,4.16,415,40.86,4.2,17.17,7064.07,3.03,16685.37,85.26,2.93,28.18,27.77
Mexico,2024,487.09,37.14,73.16,0.02,0,5681.23,3.45,54.17,99.66,0.37,13,3,3204.12,3.64,13.81,100,100,59.63,43.5,11,74.83,98.91,93.58,1.05,30.23,9.18,4.57,415,40.86,4.2,17.17,7064.07,3.03,16685.37,85.26,2.93,28.18,27.77
Noruega,2008,47.1,28.8,74.79,-0.01,1.08,1001.66,23.19,48.2,10.17,0.13,58.5,4.27,80113.89,12.62,122.75,100,100,71.9,27,2.9,80.59,99.7,98.06,0.99,7.19,12.48,4.15,530,74.93,0,21.03,61785.34,13.15,46429,93.1,1.92,0.71,15.31
Noruega,2009,45.12,28.59,67.46,-0.03,0.14,815.09,18.53,42.8,11.03,0.13,56.7,4.26,79109.89,8.37,124.25,100,100,70.43,26.2,2.8,80.8,99.7,98.06,0.99,6.77,12.5,4.06,530,74.89,0,21.54,56857.95,16.49,46915,93.03,1.92,0.6,15.31
Noruega,2010,47.98,28.41,68.24,0,-0.09,932.62,20.2,41.7,11.46,0.13,56,4.46,78130.56,7.66,126.87,100,100,69.32,25.7,2.7,81,99.7,98.06,0.99,6.45,12.55,4.05,530.67,75.41,0.07,22.36,58985.36,20.56,47531,92.95,1.92,0.59,15.31
Noruega,2011,46.94,28.17,69.6,0,-0.31,1014.49,20.47,27.5,11.89,0.13,56,3.81,77123.6,10.03,129.99,100,100,69.03,25.3,2.5,81.3,99.71,98.06,0.99,6.04,12.61,4.08,531.33,75.99,0.23,21.8,59630.62,23.77,49201,92.88,1.92,2.24,15.31
Noruega,2012,46.39,27.93,68.5,0.01,-0.39,920.04,22.67,29.1,31.41,0.13,56.9,3.96,76117.25,9.34,135.33,100,100,69.19,25.7,2.4,81.45,99.71,98.06,0.99,6.29,12.64,4.05,532,80.81,0,21.17,61459.25,19.92,50542,92.81,1.92,0.54,15.31
Noruega,2013,46.88,27.74,67.97,0,-0.32,809.08,22.32,29.7,2.89,0.13,56.6,4.14,75202.43,8.17,135.61,100,100,68.68,26.4,2.4,81.75,99.72,98.06,0.98,5.9,12.68,4.12,526.67,81.25,0,21.96,61985.41,20.95,51576,93.29,1.92,0.91,15.31
Noruega,2014,46.99,27.54,69.14,0.01,0.35,899.18,22.05,27.3,2.24,0.12,55.8,3.75,74359.11,7.52,137.14,100,100,68.42,26.8,2.3,82.1,99.72,98.06,0.98,5.92,12.71,4.12,521.33,77.01,0.15,21.86,62313.17,23.05,51809,93.76,1.92,0.56,15.31
Noruega,2015,47.95,27.35,70.43,0.01,0.77,783.96,19.28,31.6,2.25,0.12,56.5,3.31,73622.84,5.16,143.06,100,100,67.95,27.5,2.2,82.3,99.72,98.06,0.99,6.18,12.77,4.08,516,77.49,0,22.38,61241.29,23.9,52068,93.12,1.92,0.46,15.31
Noruega,2016,47.37,27.24,69.12,0,1.05,798.16,17.08,37.91,2.02,0.12,57.7,3.6,72977.1,3.87,148.3,100,100,67.22,28.5,2.1,82.41,99.73,98.06,0.99,6.01,12.82,4.05,515,77.84,0,22.46,59722.02,27.38,51226,95.47,1.92,0.52,15.31
Noruega,2017,47.41,27.17,69.11,0.02,1,893.06,17.33,38.31,2.03,0.12,58.9,3.74,72390.05,5.34,149.54,100,100,66.82,27,2.1,82.61,99.73,98.05,0.98,5.75,12.95,4.09,514,78.22,0,22.41,60754.87,29.43,51096,94.37,2.25,0.53,15.31
Noruega,2018,46.95,27.02,70,0,1.3,919.16,18.7,39.41,2.04,0.12,58.9,3.65,71913.79,7.39,150.9,100,100,67.4,27.6,2,82.76,99.73,98.05,0.98,5.96,12.98,4.13,513,82.15,0.08,22.85,62251.91,27,51340,96.57,2.25,0.47,15.31
Noruega,2019,45.74,26.76,70.9,0,1.13,856.68,15.87,40.56,2.04,0.11,59.8,3.43,71429.96,6.27,152.71,100,100,64.64,27.7,1.9,82.96,99.74,98.05,0.98,6.24,13,4.1,511.33,78.75,0.13,22.96,59825.03,24.13,52273,93.62,2.25,0.52,15.31
Noruega,2020,44.52,26.45,65.35,-0.02,0.11,803.97,13.58,46.11,2.04,0.11,60.9,3.44,71010.65,4.18,150.88,100,100,60.98,27.1,1.9,83.21,99.74,98.05,0.98,5.96,13.06,4.03,509.67,82.45,0,23.02,54995.62,20.94,52415,95.6,2.25,0.58,15.31
Noruega,2021,45.1,26.16,71.22,0.03,0.39,1056.29,20.21,41.64,2.04,0.11,61.4,3.43,70631.92,10.05,159.26,100,100,63.09,28,1.8,83.16,99.75,98.05,0.98,7.64,13.03,4.94,508,75.26,0,23.64,63302.29,24.1,53813.21,94.56,2.25,0.54,15.31
Noruega,2022,44.56,25.87,82.61,0.02,0.42,1093.05,20.21,36.27,2.04,0.1,61.4,3.21,70631.92,10.05,159.26,100,100,63.6,26.2,1.8,82.56,99.76,98.05,0.98,8.27,13.05,4.47,508,79.07,0,22.92,63302.29,19.57,53755.94,92.42,2.25,0.54,15.31
Noruega,2023,44.07,25.41,79.67,-0.01,0.32,1093.05,20.21,44,2.04,0.1,61.4,3.21,70631.92,10.05,159.26,100,100,63.33,26.2,1.8,81.96,99.77,98.05,0.98,6.87,13.04,4.53,508,79.07,0,22.92,63302.29,19.57,53755.94,92.42,2.25,0.54,15.31
Noruega,2024,44.07,25.41,79.67,-0.01,0.32,1093.05,20.21,44,2.04,0.1,61.4,3.21,70631.92,10.05,159.26,100,100,63.06,26.2,1.8,81.36,99.77,98.05,0.98,6.87,13.04,4.74,508,79.07,0,22.92,63302.29,19.57,53755.94,92.42,2.25,0.54,15.31
Nueva_Zelandia,2008,36.11,31.66,64.41,-0.02,0.66,734.03,4.13,36.1,10.28,0.24,26.1,4.52,76764.17,2.36,30.05,100,100,65.55,32.8,5.3,80.35,100,100,1.03,13.5,13.35,3.7,487,67.99,0.2,24.74,26196.27,4.33,43463,94.16,2.47,1.2,14.87
Nueva_Zelandia,2009,33.34,31.59,55.15,-0.01,0.27,737.84,7.68,31.94,10.05,0.22,28.5,4.6,76000.56,1.75,29.6,100,100,63.99,32.9,5.2,80.7,100,100,1.02,12.9,13.36,3.72,487,67.99,0.2,25.02,27119.73,6.41,43994,95.62,2.47,1.56,14.87
Nueva_Zelandia,2010,33.37,31.54,58.25,0,0.1,793.83,8.18,34.81,9.94,0.22,29.4,4.68,75160.32,2.12,29.61,100,100,63.52,33.5,5.2,80.9,100,100,1.03,12.75,13.38,3.72,491.33,67.99,0.2,25.24,27544.23,8.88,44476,97.08,2.47,0.99,14.87
Nueva_Zelandia,2011,32.64,31.48,59.24,0.01,0.09,744.86,8.77,48.14,9.82,0.21,30.3,4.6,74589.42,2.19,24.72,100,100,63.89,32.9,5.1,81.16,100,100,1.04,12.49,13.39,3.72,495.67,67.99,0.2,25.06,28517.01,8.91,44442,95.15,2.47,0.89,14.87
Nueva_Zelandia,2012,34.71,31.4,57.02,0.02,0.05,788.14,9.22,51.66,9.78,0.22,28.8,4.73,74181.62,1.68,21.36,100,100,63.32,33.5,5,81.41,100,100,1.04,11.64,13.38,3.7,500,68.76,0.2,25.56,28904.19,13.3,45402,92.53,2.47,0.93,14.87
Nueva_Zelandia,2013,34.51,31.19,56.02,0.02,0.71,869.36,12.2,46.45,4.47,0.21,28.3,4.68,73613.83,1.52,19.01,100,100,63.82,34.1,4.8,81.4,100,100,1.04,11.35,13.33,3.74,498.33,69.13,0.2,25.53,30536.94,12.23,44794,95.7,2.47,1.03,14.87
Nueva_Zelandia,2014,35.22,30.8,55.15,0.02,2.15,890.68,12.15,43.91,0.35,0.21,29,4.74,72401.2,1.43,17.39,100,100,64.96,34.1,4.7,81.46,100,100,1.04,11.3,13.28,3.79,496.67,69.49,0.2,25.49,31052.25,13.83,44969,94.09,2.47,0.95,14.87
Nueva_Zelandia,2015,35.32,30.32,54.89,0.02,7.42,794.53,13.04,42.93,0.35,0.2,29.3,4.62,70941.99,1.28,18.04,100,100,65.06,2.5,4.6,81.61,100,100,1.04,11.38,13.23,3.98,495,69.66,0.2,25.14,31702.73,13.81,45779,98.56,2.51,1.05,14.87
Nueva_Zelandia,2016,34.67,29.9,52.46,0.01,7.2,866.47,13.19,41.4,0.35,0.19,30.1,4.4,69366.37,1.05,18.71,100,100,66.37,33.3,4.4,81.66,100,100,1.04,11.24,13.34,3.9,496,70.03,0.3,24.78,32564.15,14.05,47269,93.54,2.51,1.07,14.87
Nueva_Zelandia,2017,36.2,29.62,54.19,0.01,4.97,947.66,13.68,38.66,0,0.19,28.4,4.25,67932.52,1.59,19.35,100,100,67.55,33.5,4.3,81.86,100,100,1.04,11.32,13.24,3.87,497,72.58,0.3,24.82,33567.04,15.6,47594,94.69,2.51,0.74,14.87
Nueva_Zelandia,2018,35.84,29.43,55.8,0.02,5.5,1073.72,11.77,36.63,0,0.18,28.9,4.04,66726.52,1.59,20.02,100,100,67.84,33,4.2,81.71,100,100,1.04,10.75,13.14,3.87,498,74.12,0.3,24.9,33616.28,13.49,48784,95.23,2.27,1.55,14.87
Nueva_Zelandia,2019,37.3,29.25,54.46,0.01,3.59,1201.06,13.31,32.79,0,0.18,28,4.05,65673.2,1.5,20.5,100,100,67.65,32.6,4.1,82.06,100,100,1.03,9.88,13.04,3.85,495.33,73.99,0.3,25.35,34782.76,12.72,50211,93.61,2.27,2.6,14.87
Nueva_Zelandia,2020,35.26,29.1,43.98,-0.03,0.29,1206.32,11.31,46.12,0,0.17,28.7,3.94,64241.09,1.27,20.41,100,100,67.01,31.8,4,82.26,100,100,1.03,10.5,12.95,3.75,492.67,75.11,0.3,27.14,33985.78,8.8,51417,95.2,2.27,2.6,14.87
Nueva_Zelandia,2021,35.27,28.98,48.55,0.04,0.43,1483.86,9.86,51.37,0,0.17,28.9,3.77,63975.9,1.49,21.34,100,100,68.12,30.3,3.9,82.21,100,100,1.03,9.75,12.99,4.58,490,75.11,0.3,26.51,34815.9,11.15,51877.34,94.96,2.27,2.6,14.87
Nueva_Zelandia,2022,34.6,28.72,54.09,0.03,0.52,1382.05,9.86,54.57,0,0.16,28.9,3.52,63975.9,1.49,21.34,100,100,68.97,32.6,3.9,82.76,100,100,1.03,9.25,12.97,4.39,479,75.11,0.3,26.51,34815.9,11.58,50722.45,95.56,2.27,2.6,14.87
Nueva_Zelandia,2023,35.8,28.34,51.02,-0.01,0.26,1382.05,9.86,54.57,0,0.16,28.9,3.52,63975.9,1.49,21.34,100,100,69.42,32.6,3.9,83.31,100,100,1.03,9.29,12.98,4.56,479,75.11,0.3,26.51,34815.9,11.58,50722.45,95.56,2.27,2.6,14.87
Nueva_Zelandia,2024,35.8,28.34,51.02,-0.01,0.26,1382.05,9.86,54.57,0,0.16,28.9,3.52,63975.9,1.49,21.34,100,100,69.86,32.6,3.9,83.87,100,100,1.03,9.29,12.98,4.8,479,75.11,0.3,26.51,34815.9,11.58,50722.45,95.56,2.27,2.6,14.87
Paises_Bajos,2008,179.99,26.56,130.15,0.02,2.48,925.4,12.16,54.3,100,0.24,3.9,3.68,668.87,1.04,70.98,100,100,62.86,29.3,4,80.25,99.69,97.85,0.98,14.17,11.91,3.49,525,66.22,0.38,20.8,36426.65,34.41,63660,93.82,1.9,0.91,15.66
